competition,event,race,code,date,position,nationality,time,crew
2018 World Rowing Cup II,PR3 Mix2x,PR3 Mixed Double Sculls - Preleminary,X1,22/06/2018,1,AUT,08:02.8,"BEYER, Johanna; ERKINGER, David"
2018 World Rowing Cup II,PR3 Mix2x,PR3 Mixed Double Sculls - Preleminary,X1,22/06/2018,2,UKR,08:03.1,"ZHUK, Maksym; HAVRYSIUK, Anzhela"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,22/06/2018,1,NED,06:53.1,"FLORIJN, Karolien; DE JONG, Roos"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,22/06/2018,2,GER2,06:58.7,"BAER, Carina; STAELBERG, Michaela"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,22/06/2018,3,GER1,07:00.1,"REINHARDT, Charlotte; HUNDELING, Frauke"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,22/06/2018,4,CZE,07:03.4,"FLEISSNEROVA, Kristyna; ANTOSOVA, Lenka"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H1,22/06/2018,5,AUT2,07:27.5,"HALAMA, Chiara; KRANZLMUELLER, Miriam"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,22/06/2018,1,NZL,06:48.7,"DONOGHUE, Brooke; LOE, Olivia"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,22/06/2018,2,SUI,07:02.4,"WALKER, Pascale; ROSSET, Valerie"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,22/06/2018,3,POL,07:06.6,"MICHALKIEWICZ, Olga; MIKOLAJCZAK, Martyna"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,22/06/2018,4,GRE,07:06.8,"KYRIDOU, Anneta; ASOUMANAKI, Sofia"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,22/06/2018,5,ITA,07:08.0,"TRIVELLA, Eleonora; SERAFINI, Ludovica"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Heat,H2,22/06/2018,6,AUT1,07:13.9,"PUEHRINGER, Birgit; LOBNIG, Katharina"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,24/06/2018,1,NZL,06:52.3,"DONOGHUE, Brooke; LOE, Olivia"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,24/06/2018,2,NED,06:54.8,"FLORIJN, Karolien; DE JONG, Roos"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,24/06/2018,3,GER2,06:58.2,"BAER, Carina; STAELBERG, Michaela"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,24/06/2018,4,GRE,07:03.2,"KYRIDOU, Anneta; ASOUMANAKI, Sofia"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,24/06/2018,5,SUI,07:03.5,"WALKER, Pascale; ROSSET, Valerie"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FA,24/06/2018,6,GER1,07:06.3,"REINHARDT, Charlotte; HUNDELING, Frauke"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,24/06/2018,1,CZE,07:09.1,"FLEISSNEROVA, Kristyna; ANTOSOVA, Lenka"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,24/06/2018,2,POL,07:12.4,"MICHALKIEWICZ, Olga; MIKOLAJCZAK, Martyna"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,24/06/2018,3,AUT1,07:13.1,"PUEHRINGER, Birgit; LOBNIG, Katharina"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,24/06/2018,4,ITA,07:13.1,"TRIVELLA, Eleonora; SERAFINI, Ludovica"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Final,FB,24/06/2018,5,AUT2,07:27.6,"HALAMA, Chiara; KRANZLMUELLER, Miriam"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,23/06/2018,1,GER2,07:00.1,"BAER, Carina; STAELBERG, Michaela"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,23/06/2018,2,GRE,07:04.9,"KYRIDOU, Anneta; ASOUMANAKI, Sofia"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,23/06/2018,3,POL,07:09.7,"MICHALKIEWICZ, Olga; MIKOLAJCZAK, Martyna"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R1,23/06/2018,4,AUT2,07:14.6,"HALAMA, Chiara; KRANZLMUELLER, Miriam"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,23/06/2018,1,GER1,06:54.7,"REINHARDT, Charlotte; HUNDELING, Frauke"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,23/06/2018,2,SUI,06:55.3,"WALKER, Pascale; ROSSET, Valerie"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,23/06/2018,3,CZE,06:55.5,"FLEISSNEROVA, Kristyna; ANTOSOVA, Lenka"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,23/06/2018,4,ITA,07:00.5,"TRIVELLA, Eleonora; SERAFINI, Ludovica"
2018 World Rowing Cup II,W2x,Women's Double Sculls - Repechage,R2,23/06/2018,5,AUT1,07:08.9,"PUEHRINGER, Birgit; LOBNIG, Katharina"
2018 World Rowing Cup II,W8+,Women's Eight - Final,FA,24/06/2018,1,NED,06:03.8,"HOGERWERF, Elisabeth; OLDENBURG, Marloes; RUSTENBURG, Lies; VAN VEEN, Jose; CLEVERING, Ymkje; LANZ, Monica; JORRITSMA, Aletta; MEESTER, Veronique; FETTER, Dieuwke"
2018 World Rowing Cup II,W8+,Women's Eight - Final,FA,24/06/2018,2,NZL,06:05.6,"GREENSLADE, Ella; PARKER, Kelsi; SPOORS, Lucy; GOWLER, Jackie; ROSS, Elizabeth; DYKE, Emma; WALTERS, Kelsi; BEVAN, Kelsey; BOSWORTH, Sam"
2018 World Rowing Cup II,W8+,Women's Eight - Final,FA,24/06/2018,3,AUS,06:09.6,"SAUNDERS, Leah; VERMEERSCH, Hannah; DUNKLEY-SMITH, Addy; GOTCH, Georgina; ROWE, Georgina; WILSON, Ciona; EDMUNDS, Jacinta; FESSEY, Emma; ROOK, James"
2018 World Rowing Cup II,W8+,Women's Eight - Final,FA,24/06/2018,4,GBR,06:10.7,"MCMURTRY, Caragh; PARFETT, Sara; HILL, Holly; COURTY, Samantha; WRATTEN, Josephine; CHIN, Rebecca; FORD, Emily; DOUGLAS, Katherine; HORN, Matilda"
2018 World Rowing Cup II,W8+,Women's Eight - Final,FA,24/06/2018,5,ROU,06:14.4,"VRINCEANU, Ioana; BEJINARIU, Viviana-Iuliana; POPESCU, Cristina-Georgiana; POP, Alina Ligia; BERES, Madalina; POPA, Iuliana; PARFENIE, Beatrice-Madalina; TILVESCU, Denisa; DRUNCEA, Daniela"
2018 World Rowing Cup II,W8+,Women's Eight - Final,FA,24/06/2018,6,CHN,06:25.6,"QIN, Miaomiao; JU, Rui; WANG, Jie; XU, Xingye; ZHANG, Min; GUO, Linlin; YI, Liqin; WANG, Fei; ZHANG, Xiaowen"
2018 World Rowing Cup II,W8+,Women's Eight - Preleminary,X1,22/06/2018,0,CHN,00:00.0,"QIN, Miaomiao; XU, Fei; JU, Rui; WANG, Jie; XU, Xingye; ZHANG, Min; GUO, Linlin; MIAO, Tian; YI, Liqin; WANG, Fei; ZHANG, Xiaowen"
2018 World Rowing Cup II,W8+,Women's Eight - Preleminary,X1,22/06/2018,1,NZL,06:09.0,"GREENSLADE, Ella; PARKER, Kelsi; SPOORS, Lucy; GOWLER, Jackie; ROSS, Elizabeth; DYKE, Emma; WALTERS, Kelsi; BEVAN, Kelsey; BOSWORTH, Sam"
2018 World Rowing Cup II,W8+,Women's Eight - Preleminary,X1,22/06/2018,2,ROU,06:15.4,"VRINCEANU, Ioana; BEJINARIU, Viviana-Iuliana; POPESCU, Cristina-Georgiana; POP, Alina Ligia; BERES, Madalina; POPA, Iuliana; PARFENIE, Beatrice-Madalina; TILVESCU, Denisa; DRUNCEA, Daniela"
2018 World Rowing Cup II,W8+,Women's Eight - Preleminary,X1,22/06/2018,3,AUS,06:16.0,"SAUNDERS, Leah; VERMEERSCH, Hannah; DUNKLEY-SMITH, Addy; GOTCH, Georgina; ROWE, Georgina; WILSON, Ciona; EDMUNDS, Jacinta; FESSEY, Emma; ROOK, James"
2018 World Rowing Cup II,W8+,Women's Eight - Preleminary,X1,22/06/2018,4,NED,06:18.3,"HOGERWERF, Elisabeth; OLDENBURG, Marloes; RUSTENBURG, Lies; VAN VEEN, Jose; CLEVERING, Ymkje; LANZ, Monica; JORRITSMA, Aletta; MEESTER, Veronique; FETTER, Dieuwke"
2018 World Rowing Cup II,W8+,Women's Eight - Preleminary,X1,22/06/2018,5,GBR,06:21.2,"MCMURTRY, Caragh; PARFETT, Sara; HILL, Holly; COURTY, Samantha; WRATTEN, Josephine; CHIN, Rebecca; FORD, Emily; DOUGLAS, Katherine; HORN, Matilda"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H1,22/06/2018,1,GBR,06:33.2,"GAMMOND, Fiona; NORTON, Holly; BENNETT, Karen; SHORTEN, Rebecca"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H1,22/06/2018,2,GER,06:39.3,"OKSCHE, Sophie; HACKER, Frauke; KRUSE, Ida; HOEFFGEN, Alexandra"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H1,22/06/2018,3,NZL,06:39.9,"GOODGER, Kirstyn; SPOORS, Phoebe; TEW, Ruby; JEURISSEN, Elizabeth"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H1,22/06/2018,4,ITA,06:40.4,"GOBBI, Stefania; FARAVELLI, Benedetta; ROCEK, Aisha; PELACCHI, Giorgia"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H1,22/06/2018,5,RUS,06:40.7,"POTAPOVA, Ekaterina; TIKHANOVA, Anastasia; SEVOSTIANOVA, Ekaterina; ORIABINSKAIA, Elena"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H1,22/06/2018,6,NED1,06:41.4,"BEERES, Elsbeth; BRANDSMA, Lisanne; BOUW, Carline; DRENTH, Hermijntje"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H2,22/06/2018,1,AUS1,06:25.4,"STEPHAN, Lucy; POPA, Rosemary; HAWE, Sarah; GOODMAN, Molly"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H2,22/06/2018,2,CHN1,06:32.8,"GUO, Linlin; ZHANG, Min; YI, Liqin; MIAO, Tian; WANG, Fei"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H2,22/06/2018,3,POL,06:36.9,"CHABEL, Monika; DITTMANN, Joanna; WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H2,22/06/2018,4,CHN2,06:39.1,"QIN, Miaomiao; ZHONG, Yanwei; XU, Fei; JU, Rui"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H2,22/06/2018,5,ROU,06:41.4,"HEGHES, Madalina; BUHUS, Iuliana; CASU, Madalina-Gabriela; PARASCANU, Roxana"
2018 World Rowing Cup II,W4-,Women's Four - Heat,H2,22/06/2018,6,NED2,06:44.9,"BAS, Rosa; YOUSSIFOU, Laila; VERBURGH, Marleen; WIELAARD, Kirsten"
2018 World Rowing Cup II,W4-,Women's Four - Final,FA,24/06/2018,1,AUS1,06:30.8,"STEPHAN, Lucy; POPA, Rosemary; HAWE, Sarah; GOODMAN, Molly"
2018 World Rowing Cup II,W4-,Women's Four - Final,FA,24/06/2018,2,GBR,06:32.5,"GAMMOND, Fiona; NORTON, Holly; BENNETT, Karen; SHORTEN, Rebecca"
2018 World Rowing Cup II,W4-,Women's Four - Final,FA,24/06/2018,3,CHN1,06:33.2,"GUO, Linlin; ZHANG, Min; YI, Liqin; WANG, Fei"
2018 World Rowing Cup II,W4-,Women's Four - Final,FA,24/06/2018,4,GER,06:33.8,"OKSCHE, Sophie; HACKER, Frauke; KRUSE, Ida; HOEFFGEN, Alexandra"
2018 World Rowing Cup II,W4-,Women's Four - Final,FA,24/06/2018,5,RUS,06:39.0,"POTAPOVA, Ekaterina; TIKHANOVA, Anastasia; SEVOSTIANOVA, Ekaterina; ORIABINSKAIA, Elena"
2018 World Rowing Cup II,W4-,Women's Four - Final,FA,24/06/2018,6,ITA,06:41.4,"GOBBI, Stefania; FARAVELLI, Benedetta; ROCEK, Aisha; PELACCHI, Giorgia"
2018 World Rowing Cup II,W4-,Women's Four - Final,FB,24/06/2018,1,ROU,06:44.3,"HEGHES, Madalina; BUHUS, Iuliana; CASU, Madalina-Gabriela; PARASCANU, Roxana"
2018 World Rowing Cup II,W4-,Women's Four - Final,FB,24/06/2018,2,NED2,06:46.5,"BAS, Rosa; YOUSSIFOU, Laila; VERBURGH, Marleen; WIELAARD, Kirsten"
2018 World Rowing Cup II,W4-,Women's Four - Final,FB,24/06/2018,3,CHN2,06:47.0,"QIN, Miaomiao; ZHONG, Yanwei; XU, Fei; JU, Rui"
2018 World Rowing Cup II,W4-,Women's Four - Final,FB,24/06/2018,4,NED1,06:47.1,"BEERES, Elsbeth; BRANDSMA, Lisanne; BOUW, Carline; DRENTH, Hermijntje"
2018 World Rowing Cup II,W4-,Women's Four - Final,FB,24/06/2018,5,NZL,06:49.6,"GOODGER, Kirstyn; SPOORS, Phoebe; TEW, Ruby; JEURISSEN, Elizabeth"
2018 World Rowing Cup II,W4-,Women's Four - Final,FB,24/06/2018,6,POL,06:49.7,"CHABEL, Monika; DITTMANN, Joanna; WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R1,23/06/2018,1,GER,06:36.0,"OKSCHE, Sophie; HACKER, Frauke; KRUSE, Ida; HOEFFGEN, Alexandra"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R1,23/06/2018,2,ITA,06:36.1,"GOBBI, Stefania; FARAVELLI, Benedetta; ROCEK, Aisha; PELACCHI, Giorgia"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R1,23/06/2018,3,POL,06:39.0,"CHABEL, Monika; DITTMANN, Joanna; WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R1,23/06/2018,4,ROU,06:40.5,"HEGHES, Madalina; BUHUS, Iuliana; CASU, Madalina-Gabriela; PARASCANU, Roxana"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R1,23/06/2018,5,NED1,06:42.6,"BEERES, Elsbeth; BRANDSMA, Lisanne; BOUW, Carline; DRENTH, Hermijntje"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R2,23/06/2018,1,CHN1,06:35.5,"GUO, Linlin; ZHANG, Min; YI, Liqin; WANG, Fei"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R2,23/06/2018,2,RUS,06:36.5,"POTAPOVA, Ekaterina; TIKHANOVA, Anastasia; SEVOSTIANOVA, Ekaterina; ORIABINSKAIA, Elena"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R2,23/06/2018,3,CHN2,06:38.9,"QIN, Miaomiao; ZHONG, Yanwei; XU, Fei; JU, Rui"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R2,23/06/2018,4,NED2,06:43.6,"BAS, Rosa; YOUSSIFOU, Laila; VERBURGH, Marleen; WIELAARD, Kirsten"
2018 World Rowing Cup II,W4-,Women's Four - Repechage,R2,23/06/2018,5,NZL,06:44.5,"GOODGER, Kirstyn; SPOORS, Phoebe; TEW, Ruby; JEURISSEN, Elizabeth"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H1,22/06/2018,1,NZL,07:00.8,"PRENDERGAST, Grace; GOWLER, Kerri"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H1,22/06/2018,2,ITA1,07:12.5,"PATELLI, Alessandra; BERTOLASI, Sara"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H1,22/06/2018,3,ROU2,07:23.1,"BUDEANU, Andrea-Ioana; BERES, Amalia"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H1,22/06/2018,4,HUN1,07:27.7,"POLIVKA, Dora; KREMER, Eszter"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H1,22/06/2018,5,HUN2,07:31.4,"ABID, Syham; BENE, Dorottya"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H2,22/06/2018,1,GBR2,07:07.6,"MCKELLAR, Rowan; TAYLOR, Harriet"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H2,22/06/2018,2,UKR,07:12.9,"GOLUB, Oksana; KONTSEVA, Anna"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H2,22/06/2018,3,ITA2,07:18.3,"CALABRESE, Veronica; BROGGINI, Il"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H2,22/06/2018,4,GER1,07:23.1,"BORNSCHEIN, Hannah; KUEHNE, Lea-Kathleen"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H2,22/06/2018,5,GRE,07:38.1,"GEORGOUDI, Margarita; ANGELOPOULOU, Athina-Maria"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H3,22/06/2018,1,GBR1,07:03.9,"MERLOTT CHITTY, Anastasia; GIRLING, Rebecca"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H3,22/06/2018,2,SRB,07:17.5,"ARSIC, Jovana; ZARIC, Natasa"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H3,22/06/2018,3,CHN1,07:19.3,"LIN, Xinyu; LI, Yingying"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H3,22/06/2018,4,CHN2,07:21.3,"WANG, Jie; XU, Xingye"
2018 World Rowing Cup II,W2-,Women's Pair - Heat,H3,22/06/2018,5,GER2,07:23.3,"MEYER, Alyssa; HAERTL, Anna"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FA,24/06/2018,1,NZL,07:08.5,"PRENDERGAST, Grace; GOWLER, Kerri"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FA,24/06/2018,2,ITA1,07:15.3,"PATELLI, Alessandra; BERTOLASI, Sara"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FA,24/06/2018,3,GBR2,07:22.2,"MCKELLAR, Rowan; TAYLOR, Harriet"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FA,24/06/2018,4,GBR1,07:24.9,"MERLOTT CHITTY, Anastasia; GIRLING, Rebecca"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FA,24/06/2018,5,ITA2,07:26.6,"CALABRESE, Veronica; BROGGINI, Il"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FA,24/06/2018,6,UKR,07:28.7,"GOLUB, Oksana; KONTSEVA, Anna"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FB,24/06/2018,1,ROU2,07:24.5,"BUDEANU, Andrea-Ioana; BERES, Amalia"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FB,24/06/2018,2,CHN1,07:26.8,"LIN, Xinyu; LI, Yingying"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FB,24/06/2018,3,CHN2,07:27.9,"WANG, Jie; XU, Xingye"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FB,24/06/2018,4,SRB,07:28.5,"ARSIC, Jovana; ZARIC, Natasa"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FB,24/06/2018,5,GER1,07:30.0,"BORNSCHEIN, Hannah; KUEHNE, Lea-Kathleen"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FB,24/06/2018,6,GER2,07:35.3,"MEYER, Alyssa; HAERTL, Anna"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FC,23/06/2018,1,HUN1,07:21.6,"POLIVKA, Dora; KREMER, Eszter"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FC,23/06/2018,2,GRE,07:26.8,"GEORGOUDI, Margarita; ANGELOPOULOU, Athina-Maria"
2018 World Rowing Cup II,W2-,Women's Pair - Final,FC,23/06/2018,3,HUN2,07:29.7,"ABID, Syham; BENE, Dorottya"
2018 World Rowing Cup II,W2-,Women's Pair - Repechage,R1,22/06/2018,1,GER1,07:30.1,"BORNSCHEIN, Hannah; KUEHNE, Lea-Kathleen"
2018 World Rowing Cup II,W2-,Women's Pair - Repechage,R1,22/06/2018,2,CHN2,07:30.3,"WANG, Jie; XU, Xingye"
2018 World Rowing Cup II,W2-,Women's Pair - Repechage,R1,22/06/2018,3,GER2,07:34.0,"MEYER, Alyssa; HAERTL, Anna"
2018 World Rowing Cup II,W2-,Women's Pair - Repechage,R1,22/06/2018,4,HUN1,07:35.3,"POLIVKA, Dora; KREMER, Eszter"
2018 World Rowing Cup II,W2-,Women's Pair - Repechage,R1,22/06/2018,5,GRE,07:39.8,"GEORGOUDI, Margarita; ANGELOPOULOU, Athina-Maria"
2018 World Rowing Cup II,W2-,Women's Pair - Repechage,R1,22/06/2018,6,HUN2,07:47.1,"ABID, Syham; BENE, Dorottya"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 1,23/06/2018,1,NZL,07:02.7,"PRENDERGAST, Grace; GOWLER, Kerri"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 1,23/06/2018,2,GBR2,07:14.4,"MCKELLAR, Rowan; TAYLOR, Harriet"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 1,23/06/2018,3,ITA2,07:17.0,"CALABRESE, Veronica; BROGGINI, Il"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 1,23/06/2018,4,SRB,07:23.7,"ARSIC, Jovana; ZARIC, Natasa"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 1,23/06/2018,5,GER1,07:23.9,"BORNSCHEIN, Hannah; KUEHNE, Lea-Kathleen"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 1,23/06/2018,6,GER2,07:34.6,"MEYER, Alyssa; HAERTL, Anna"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 2,23/06/2018,1,GBR1,07:12.6,"MERLOTT CHITTY, Anastasia; GIRLING, Rebecca"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 2,23/06/2018,2,ITA1,07:13.2,"PATELLI, Alessandra; BERTOLASI, Sara"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 2,23/06/2018,3,UKR,07:15.8,"GOLUB, Oksana; KONTSEVA, Anna"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 2,23/06/2018,4,ROU2,07:21.4,"BUDEANU, Andrea-Ioana; BERES, Amalia"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 2,23/06/2018,5,CHN1,07:29.3,"LIN, Xinyu; LI, Yingying"
2018 World Rowing Cup II,W2-,Women's Pair - Semifinal,SA/B 2,23/06/2018,6,CHN2,07:34.3,"WANG, Jie; XU, Xingye"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H1,22/06/2018,1,NED,06:28.5,"SCHEENAARD, Lisa; VAN ROOIJEN, Olivia; SOUWER, Sophie; BEUKERS, Nicole"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H1,22/06/2018,2,GER,06:28.7,"ARNOLD, Marie-Catherine; NWAJIDE, Carlotta; KAMPMANN, Franziska; HAEMMERLING, Frieda"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H1,22/06/2018,3,CHN1,06:30.0,"ZHANG, Ling; WANG, Yuwei; LYU, Yang; CUI, Xiaotong"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H1,22/06/2018,4,AUS,06:30.9,"HORTON, Genevieve; CRONIN, Caitlin; MEREDITH, Rowena; ALDERSEY, Olympia"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H1,22/06/2018,5,BLR,06:34.6,"KLIMOVICH, Tatsiana; KARSTEN, Ekaterina; KUKHTA, Tatsiana; STARASELETS, Krystina"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H1,22/06/2018,6,CZE,06:42.6,"SCHEJBALOVA, Alena; HERANOVA, Lucie; HLASOVA, Helena; TOPINKOVA KNAPKOVA, Miroslava"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H2,22/06/2018,1,UKR,06:26.8,"VERKHOGLIAD, Daryna; BURYAK, Olena; KOZHENKOVA, Anastasiia; DOVHODKO, Ievgeniia"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H2,22/06/2018,2,POL,06:32.5,"KOBUS-ZAWOJSKA, Agnieszka; WIELICZKO, Marta; SPRINGWALD, Maria; ZILLMANN, Katarzyna"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H2,22/06/2018,3,GBR,06:35.5,"HODGKINS-BYRNE, Mathilda; WILSON, Melissa; LEYDEN, Jess; LEE, Zoe"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H2,22/06/2018,4,NOR,06:37.0,"MADSEN, Mnne; HELSETH, Thea; STURE, Anna; KAVLIE, Inger"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H2,22/06/2018,5,ROU,06:37.8,"LOGOFATU, Elena; BODNAR, Nicoleta-Ancuta; PASCANU, Nicoleta; VASILE, Georgiana"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Heat,H2,22/06/2018,6,CHN2,06:40.8,"LI, Jingjing; LU, Shiyu; CHEN, Yunxia; JIANG, Yan"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FA,24/06/2018,1,GER,06:25.9,"ARNOLD, Marie-Catherine; NWAJIDE, Carlotta; KAMPMANN, Franziska; HAEMMERLING, Frieda"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FA,24/06/2018,2,CHN1,06:28.8,"ZHANG, Ling; WANG, Yuwei; LYU, Yang; CUI, Xiaotong"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FA,24/06/2018,3,AUS,06:28.9,"HORTON, Genevieve; CRONIN, Caitlin; MEREDITH, Rowena; ALDERSEY, Olympia"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FA,24/06/2018,4,UKR,06:29.1,"VERKHOGLIAD, Daryna; BURYAK, Olena; KOZHENKOVA, Anastasiia; DOVHODKO, Ievgeniia"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FA,24/06/2018,5,NED,06:29.9,"SCHEENAARD, Lisa; VAN ROOIJEN, Olivia; SOUWER, Sophie; BEUKERS, Nicole"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FA,24/06/2018,6,POL,06:32.5,"KOBUS-ZAWOJSKA, Agnieszka; WIELICZKO, Marta; SPRINGWALD, Maria; ZILLMANN, Katarzyna"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FB,24/06/2018,1,GBR,06:28.0,"HODGKINS-BYRNE, Mathilda; WILSON, Melissa; LEYDEN, Jess; LEE, Zoe"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FB,24/06/2018,2,BLR,06:30.4,"KLIMOVICH, Tatsiana; KARSTEN, Ekaterina; KUKHTA, Tatsiana; STARASELETS, Krystina"
2018 World Rowing Cup II,W4x,Women's Quadruple Sculls - Final,FB,24/06/2018,3,NOR,06:32.1,"MADSEN, Mnne; HELSETH, Thea; STURE, Anna; KAVLIE, Inger"
