competition,event,race,code,position,nationality,time,crew
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 1,4,USA,06:28.5,"NUZUM, Henry; FERRY, Mike"
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 1,5,EST,06:38.7,"GULOV, Leonid; SILIN, Andrei"
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 1,6,DEN,06:41.1,No Crew Recorded
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 1,6,DEN,06:40.1,"SAMUELSON, Bertil; KALISZAN, Bo"
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 2,1,NOR,06:23.5,"TUFTE, Olaf; BEKKEN, Fredrik"
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 2,2,ITA,06:25.0,"CALABRESE, Giovanni; SARTORI, Nicola"
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 2,3,POL,06:31.3,"KOROL, Adam; KOLBOWICZ, Marek"
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 2,4,FRA,06:32.1,"KOWAL, Frederic; HARDY, Adrien"
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 2,5,UKR,06:36.9,"ZAITSEV, Kostiantyn; PRONENKO, Kostiantyn"
2000 Olympic Games,M2x,Men's Double Sculls - Semifinal,SA/B 2,6,CUB,06:40.7,"HERNANDEZ ARRUEZ, Yoennis; MARTINEZ HECHEVARRIA, Yosbel"
2000 Olympic Games,M8+,Men's Eight - Heat,H1,1,CRO,05:33.3,"FRANCETIC, Igor; FRANKOVIC, Tihomir; SMOLJANOVIC, Tomislav; SKELIN, Niksa; SKELIN, Sinisa; CULJAK, Kresimir; BORASKA, Igor; VUJEVIC, Branimir; PETRISKO, Silvijo"
2000 Olympic Games,M8+,Men's Eight - Heat,H1,2,USA,05:35.7,"MILLER, Garrett; AHRENS, Christian; KLEPACKI, Jeffrey; CIPOLLONE, Pete; KAEHLER, Robert; COLLINS, Peter; WELSH, Thomas Robert; SIMON, David; VOLPENHEIN, Bryan"
2000 Olympic Games,M8+,Men's Eight - Heat,H1,3,NED,05:36.4,"MIDDAG, Adri; VAN DER NOORT, Johannes; VAN DER ZWAN, Niels; EGGENKAMP, Gerritjan; DERKSEN, Geert Jan; KIND, Gijs; CIRKEL, Geert; RIENKS, Nico; VAN OIJEN, Merijn"
2000 Olympic Games,M8+,Men's Eight - Heat,H1,4,ROM,05:36.9,"MUTESCU, Costel; MASTACAN, Vasile; NEMTOC, Cornel; TUDOR, Florian; TALAPAN, Viorel; BANICA, Andrei; PIRVAN, Gheorghe; ALUPEI, Dorin; RADUCANU, Dumitru"
2000 Olympic Games,M8+,Men's Eight - Heat,H1,5,ITA,05:39.7,"CASCONE, Gioacchino; BERRA, Franco; PALMISANO, Mario; PENNA, Marco; PINTON, Valerio; LEONARDO, Raffaello; CORONA, Alessandro; GHEZZI, Luca; IANNUZZI, Gaetano"
2000 Olympic Games,M8+,Men's Eight - Heat,H2,1,AUS,05:32.8,"RYAN, Christian; GORDON, Alastair; PORZIG, Nick; JAHRLING, Rob; MCKAY, Mike; WELCH, Stuart; BURKE, Daniel; FERNANDEZ, Jamie; HAYMAN, Brett"
2000 Olympic Games,M8+,Men's Eight - Heat,H2,2,GBR,05:34.5,"LINDSAY, Andrew; HUNT-DAVIS, Ben; DENNIS, Simon; ATTRILL, Louis; GRUBOR, Luka; WEST, Kieran; SCARLETT, Fred; TRAPMORE, Steve; DOUGLAS, Rowley"
2000 Olympic Games,M8+,Men's Eight - Heat,H2,3,CAN,05:38.5,"BELENKIE, Mike; DONNELLY, Bryan; SWICK, Matt; HERSCHMILLER, Tom; VARGA, Larry; CROOKS, Morgan; CALDER, Dave; PARFITT, Adam; TAYLOR, Chris"
2000 Olympic Games,M8+,Men's Eight - Heat,H2,4,RUS,05:40.6,"MATVEEV, Serguei; LITVINCHEV, Alexander; MELNIKOV, Pavel; GLOUKHOV, Andrei; KOVALEV, Dmitri; VOLODENKOV, Vladimir; ROZINKEVICH, Dmitry; CHERMASHENTSEV, Anton; LUKJANOV, Aleksandr"
2000 Olympic Games,M8+,Men's Eight - Final,FA,1,GBR,05:33.1,"LINDSAY, Andrew; HUNT-DAVIS, Ben; DENNIS, Simon; ATTRILL, Louis; GRUBOR, Luka; WEST, Kieran; SCARLETT, Fred; TRAPMORE, Steve; DOUGLAS, Rowley"
2000 Olympic Games,M8+,Men's Eight - Final,FA,2,AUS,05:33.9,"RYAN, Christian; GORDON, Alastair; PORZIG, Nick; JAHRLING, Rob; MCKAY, Mike; WELCH, Stuart; BURKE, Daniel; FERNANDEZ, Jamie; HAYMAN, Brett"
2000 Olympic Games,M8+,Men's Eight - Final,FA,3,CRO,05:34.9,"FRANCETIC, Igor; FRANKOVIC, Tihomir; SMOLJANOVIC, Tomislav; SKELIN, Niksa; SKELIN, Sinisa; CULJAK, Kresimir; BORASKA, Igor; VUJEVIC, Branimir; PETRISKO, Silvijo"
2000 Olympic Games,M8+,Men's Eight - Final,FA,4,ITA,05:35.4,"CASCONE, Gioacchino; BERRA, Franco; PALMISANO, Mario; PENNA, Marco; PINTON, Valerio; LEONARDO, Raffaello; CORONA, Alessandro; GHEZZI, Luca; IANNUZZI, Gaetano"
2000 Olympic Games,M8+,Men's Eight - Final,FA,5,USA,05:39.2,"MILLER, Garrett; AHRENS, Christian; KLEPACKI, Jeffrey; CIPOLLONE, Pete; KAEHLER, Robert; COLLINS, Peter; WELSH, Thomas Robert; SIMON, David; VOLPENHEIN, Bryan"
2000 Olympic Games,M8+,Men's Eight - Final,FA,6,ROM,05:43.9,"MUTESCU, Costel; MASTACAN, Vasile; NEMTOC, Cornel; TUDOR, Florian; TALAPAN, Viorel; BANICA, Andrei; PIRVAN, Gheorghe; ALUPEI, Dorin; RADUCANU, Dumitru"
2000 Olympic Games,M8+,Men's Eight - Final,FB,1,CAN,05:36.3,"BELENKIE, Mike; DONNELLY, Bryan; SWICK, Matt; HERSCHMILLER, Tom; VARGA, Larry; CROOKS, Morgan; CALDER, Dave; PARFITT, Adam; TAYLOR, Chris"
2000 Olympic Games,M8+,Men's Eight - Final,FB,2,NED,05:36.6,"MIDDAG, Adri; VAN DER NOORT, Johannes; VAN DER ZWAN, Niels; EGGENKAMP, Gerritjan; DERKSEN, Geert Jan; KIND, Gijs; CIRKEL, Geert; RIENKS, Nico; VAN OIJEN, Merijn"
2000 Olympic Games,M8+,Men's Eight - Final,FB,3,RUS,05:42.7,"MATVEEV, Serguei; LITVINCHEV, Alexander; MELNIKOV, Pavel; GLOUKHOV, Andrei; KOVALEV, Dmitri; VOLODENKOV, Vladimir; ROZINKEVICH, Dmitry; CHERMASHENTSEV, Anton; LUKJANOV, Aleksandr"
2000 Olympic Games,M8+,Men's Eight - Repechage,R1,1,USA,05:43.2,"CIPOLLONE, Pete"
2000 Olympic Games,M8+,Men's Eight - Repechage,R1,2,ROM,05:43.2,"MUTESCU, Costel; MASTACAN, Vasile; NEMTOC, Cornel; TUDOR, Florian; TALAPAN, Viorel; BANICA, Andrei; PIRVAN, Gheorghe; ALUPEI, Dorin; RADUCANU, Dumitru"
2000 Olympic Games,M8+,Men's Eight - Repechage,R1,3,CAN,05:45.2,"BELENKIE, Mike; DONNELLY, Bryan; SWICK, Matt; HERSCHMILLER, Tom; VARGA, Larry; CROOKS, Morgan; CALDER, Dave; PARFITT, Adam; TAYLOR, Chris"
2000 Olympic Games,M8+,Men's Eight - Repechage,R2,1,GBR,05:38.6,"LINDSAY, Andrew; HUNT-DAVIS, Ben; DENNIS, Simon; ATTRILL, Louis; GRUBOR, Luka; WEST, Kieran; SCARLETT, Fred; TRAPMORE, Steve; DOUGLAS, Rowley"
2000 Olympic Games,M8+,Men's Eight - Repechage,R2,2,ITA,05:41.2,"CASCONE, Gioacchino; BERRA, Franco; PALMISANO, Mario; PENNA, Marco; PINTON, Valerio; LEONARDO, Raffaello; CORONA, Alessandro; GHEZZI, Luca; IANNUZZI, Gaetano"
2000 Olympic Games,M8+,Men's Eight - Repechage,R2,3,RUS,05:43.9,"MATVEEV, Serguei; LITVINCHEV, Alexander; MELNIKOV, Pavel; GLOUKHOV, Andrei; KOVALEV, Dmitri; VOLODENKOV, Vladimir; ROZINKEVICH, Dmitry; CHERMASHENTSEV, Anton; LUKJANOV, Aleksandr"
2000 Olympic Games,M8+,Men's Eight - Repechage,R2,4,NED,05:44.9,"MIDDAG, Adri; VAN DER NOORT, Johannes; VAN DER ZWAN, Niels; EGGENKAMP, Gerritjan; DERKSEN, Geert Jan; KIND, Gijs; CIRKEL, Geert; RIENKS, Nico; VAN OIJEN, Merijn"
2000 Olympic Games,M4-,Men's Four - Heat,H1,1,GBR,06:01.6,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H1,2,AUS,06:05.0,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H1,3,SLO,06:07.9,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H1,4,ROM,06:14.0,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H1,5,YUG,06:16.5,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H2,1,ITA,06:04.6,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H2,2,USA,06:07.4,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H2,3,NOR,06:13.1,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H2,4,POL,06:22.0,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H3,1,FRA,06:08.6,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H3,2,GER,06:13.6,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H3,3,NZL,06:13.6,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Heat,H3,4,EGY,06:21.1,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Final,FA,1,GBR,05:56.2,"CRACKNELL, James; REDGRAVE, Steve; FOSTER, Tim; PINSENT, Matthew"
2000 Olympic Games,M4-,Men's Four - Final,FA,2,ITA,05:56.6,"MOLEA, Valter; DEI ROSSI, Riccardo; CARBONCINI, Lorenzo; MORNATI, Carlo"
2000 Olympic Games,M4-,Men's Four - Final,FA,3,AUS,05:57.6,"STEWART, James; DODWELL, Ben; STEWART, Geoff; HANSON, Bo"
2000 Olympic Games,M4-,Men's Four - Final,FA,4,SLO,05:58.3,"KLEMENCIC, Janez; JANSA, Milan; KOLANDER, Rok; PRELOG, Matej"
2000 Olympic Games,M4-,Men's Four - Final,FA,5,USA,06:02.3,"WHERLEY, Michael; MUELLER, Eric; KOVEN, James; MOSER, Wolfgang"
2000 Olympic Games,M4-,Men's Four - Final,FA,6,NZL,06:09.1,"SCHAPER, David; BROWNLEE, Scott; DUNLOP, Toni; HELLSTROM, Rob"
2000 Olympic Games,M4-,Men's Four - Final,FB,1,FRA,06:01.3,"FAUCHE, Daniel; BEGHIN, Antoine; BEGHIN, Laurent; BOSQUET, Gilles"
2000 Olympic Games,M4-,Men's Four - Final,FB,2,YUG,06:01.5,"FILIPIC, Filip; SMILJANIC, Ivan; RANKOVIC, Boban; STEGIC, Mladen"
2000 Olympic Games,M4-,Men's Four - Final,FB,3,NOR,06:04.3,"UNDSET, Kjetil; BJOERVIG, Sture; STOERSETH, Steffen; SIMONSEN, Nils-Torolv"
2000 Olympic Games,M4-,Men's Four - Final,FB,4,ROM,06:06.7,"ANDRUNACHE, Valeriu; BUCEVSCHI, Adrian; ROBU, Valentin; CORBEANU, Florin"
2000 Olympic Games,M4-,Men's Four - Final,FB,5,GER,06:08.1,"MEUSEL, Dirk; DIESSNER, Joerg; HERZOG, Jan; LANDVOIGT, Ike"
2000 Olympic Games,M4-,Men's Four - Final,FB,6,EGY,06:08.4,"EL KOT, Hamdy; EL ATEK, Mohamed; HAMID, Tarek; ABD EL REHIM, Kamal"
2000 Olympic Games,M4-,Men's Four - Repechage,R,1,YUG,06:09.7,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Repechage,R,2,ROM,06:11.2,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Repechage,R,3,EGY,06:13.7,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Repechage,R,4,POL,06:15.8,No Crew Recorded
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 1,1,GBR,06:02.3,"CRACKNELL, James; REDGRAVE, Steve; FOSTER, Tim; PINSENT, Matthew"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 1,2,SLO,06:04.1,"KLEMENCIC, Janez; JANSA, Milan; KOLANDER, Rok; PRELOG, Matej"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 1,3,USA,06:05.8,"WHERLEY, Michael; MUELLER, Eric; KOVEN, James; MOSER, Wolfgang"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 1,4,FRA,06:07.8,"FAUCHE, Daniel; BEGHIN, Antoine; BEGHIN, Laurent; BOSQUET, Gilles"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 1,5,GER,06:15.1,"MEUSEL, Dirk; DIESSNER, Joerg; HERZOG, Jan; LANDVOIGT, Ike"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 1,6,ROM,06:15.1,"ANDRUNACHE, Valeriu; BUCEVSCHI, Adrian; ROBU, Valentin; CORBEANU, Florin"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 2,1,AUS,06:02.0,"STEWART, James; DODWELL, Ben; STEWART, Geoff; HANSON, Bo"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 2,2,ITA,06:02.3,"MOLEA, Valter; DEI ROSSI, Riccardo; CARBONCINI, Lorenzo; MORNATI, Carlo"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 2,3,NZL,06:05.3,"SCHAPER, David; BROWNLEE, Scott; DUNLOP, Toni; HELLSTROM, Rob"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 2,4,NOR,06:08.6,"UNDSET, Kjetil; BJOERVIG, Sture; STOERSETH, Steffen; SIMONSEN, Nils-Torolv"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 2,5,YUG,06:08.8,"FILIPIC, Filip; SMILJANIC, Ivan; RANKOVIC, Boban; STEGIC, Mladen"
2000 Olympic Games,M4-,Men's Four - Semifinal,SA/B 2,6,EGY,06:21.2,"EL KOT, Hamdy; EL ATEK, Mohamed; HAMID, Tarek; ABD EL REHIM, Kamal"
2000 Olympic Games,M2-,Men's Pair - Heat,H1,1,FRA,09:44.8,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H1,1,FRA,06:44.8,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H1,2,ITA,06:48.3,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H1,3,CRO,06:52.6,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H1,4,ARG,06:55.7,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H1,5,IND,07:09.9,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H2,1,YUG,06:42.6,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H2,2,RSA,06:43.2,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H2,3,USA,06:44.9,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H2,4,GER,07:10.6,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H2,5,EGY,07:15.6,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H3,1,GBR,06:42.5,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H3,2,AUS,06:47.0,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H3,3,CAN,06:48.4,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H3,4,SLO,06:55.8,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Heat,H3,5,POL,06:58.5,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Final,FA,1,FRA,06:33.0,"ANDRIEUX, Michel; ROLLAND, Jean-Christophe"
2000 Olympic Games,M2-,Men's Pair - Final,FA,2,USA,06:33.8,"MURPHY, Edward; BEA, Sebastian"
2000 Olympic Games,M2-,Men's Pair - Final,FA,3,AUS,06:34.3,"LONG, Matthew; TOMKINS, James"
2000 Olympic Games,M2-,Men's Pair - Final,FA,4,GBR,06:34.4,"COODE, Ed; SEARLE, Greg"
2000 Olympic Games,M2-,Men's Pair - Final,FA,5,YUG,06:38.7,"VISACKI, Djordje; STOJIC, Nikola"
2000 Olympic Games,M2-,Men's Pair - Final,FA,6,RSA,06:43.1,"DI CLEMENTE, Ramon; CECH, Donovan"
2000 Olympic Games,M2-,Men's Pair - Final,FB,1,CAN,06:33.6,"GRAHAM, Phil; HERING, Henry"
2000 Olympic Games,M2-,Men's Pair - Final,FB,2,CRO,06:35.2,"MARTINOV, Oliver; SARAGA, Ninoslav"
2000 Olympic Games,M2-,Men's Pair - Final,FB,3,GER,06:37.9,"SENS, Robert; KIRCHHOFF, Detlef"
2000 Olympic Games,M2-,Men's Pair - Final,FB,4,POL,06:39.4,"BASTA, Piotr; BOCHENEK, Piotr"
2000 Olympic Games,M2-,Men's Pair - Final,FB,5,SLO,06:40.2,"PIRIH, Miha; SRACNJEK, Grega"
2000 Olympic Games,M2-,Men's Pair - Final,FB,6,ITA,06:40.4,"SORRENTINO, Luigi; PANZARINO, Pasquale"
2000 Olympic Games,M2-,Men's Pair - Repechage,R,1,GER,06:45.7,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Repechage,R,2,POL,06:48.7,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Repechage,R,3,SLO,06:50.5,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Repechage,R,4,ARG,06:52.4,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Repechage,R,5,EGY,07:07.4,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Repechage,R,6,IND,07:16.1,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 1,1,FRA,06:31.0,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 1,2,GBR,06:31.1,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 1,3,RSA,06:33.1,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 1,4,CAN,06:33.2,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 1,5,POL,06:43.4,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 1,6,CRO,06:46.0,No Crew Recorded
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 2,1,AUS,06:34.4,"LONG, Matthew; TOMKINS, James"
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 2,2,YUG,06:34.9,"VISACKI, Djordje; STOJIC, Nikola"
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 2,3,USA,06:35.4,"MURPHY, Edward; BEA, Sebastian"
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 2,4,GER,06:38.4,"SENS, Robert; KIRCHHOFF, Detlef"
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 2,5,SLO,06:49.8,"PIRIH, Miha; SRACNJEK, Grega"
2000 Olympic Games,M2-,Men's Pair - Semifinal,SA/B 2,6,ITA,06:53.6,"SORRENTINO, Luigi; PANZARINO, Pasquale"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H1,1,GER,05:51.6,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H1,2,NED,05:54.6,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H1,3,POL,05:58.1,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H1,4,CUB,06:00.7,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H1,5,CHN,06:16.5,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H2,1,AUS,05:52.1,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H2,2,UKR,05:53.0,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H2,3,FRA,05:54.9,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H2,4,AUT,05:59.4,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H3,1,ITA,05:45.7,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H3,2,SUI,05:49.1,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H3,3,USA,05:50.3,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Heat,H3,4,BEL,05:56.8,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FA,1,ITA,05:45.6,"ABBAGNALE, Agostino; SARTORI, Alessio; GALTAROSSA, Rossano; RAINERI, Simone"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FA,2,NED,05:47.9,"VERBERNE, Jochem; LIPPITS, Dirk; SIMON, Diederik; BARTMAN, Michiel"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FA,3,GER,05:48.6,"GEISLER, Marco; HAJEK, Andreas; VOLKERT, Stephan; WILLMS, Andre"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FA,4,AUS,05:50.3,"HARDCASTLE, Peter; DAY, Jason; RESIDE, Stuart; FREE, Duncan"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FA,5,SUI,05:54.9,"STUERM, Simon; STOFER, Christian; ERDLEN, Michael; VONARBURG, Andre"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FA,6,UKR,05:55.1,"MARCHENKO, Oleksandr; LYKOV, Oleg; ZAZKALKO, Aleksandr; SHAPOSHNYKOV, Leonid"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FB,1,USA,05:49.8,"HALL, Sean; PETERSON, Nick; MCGOWAN, Ian; WETZEL, Jake"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FB,2,POL,05:51.8,"LAZAR, Karol; KRUSZKOWSKI, Slawomir; BRONIKOWSKI, Adam; WOJCIECHOWSKI, Michal"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FB,3,BEL,05:54.2,"SMULDERS, Stijn; DUCHESNE, Arnaud; GOIRIS, Luc; HENDRICKX, Bjorn"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FB,4,FRA,05:55.4,"DESLAVIERE, Yvan; JEANNET, Guillaume; VIEILLEDENT, Sebastien; BARATHAY, Samuel"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FB,5,AUT,05:57.6,"HARTL, Raphael; NUSSBAUMER, Horst; JONKE, Arnold; LAMBING, Norbert"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Final,FB,6,CUB,06:00.6,"SAME, Leonides; ACEA, Eusebio; HERNANDEZ ARRUEZ, Yoennis; MARTINEZ HECHEVARRIA, Yosbel"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Repechage,R,1,CUB,06:04.5,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Repechage,R,2,AUT,06:05.6,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Repechage,R,3,BEL,06:10.1,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Repechage,R,4,CHN,06:16.8,No Crew Recorded
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,1,GER,05:48.9,"GEISLER, Marco; HAJEK, Andreas; VOLKERT, Stephan; WILLMS, Andre"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,2,AUS,05:50.3,"HARDCASTLE, Peter; DAY, Jason; RESIDE, Stuart; FREE, Duncan"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,3,SUI,05:53.1,"STUERM, Simon; STOFER, Christian; ERDLEN, Michael; VONARBURG, Andre"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,4,FRA,05:54.7,"DESLAVIERE, Yvan; JEANNET, Guillaume; VIEILLEDENT, Sebastien; BARATHAY, Samuel"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,5,BEL,05:56.4,"SMULDERS, Stijn; DUCHESNE, Arnaud; GOIRIS, Luc; HENDRICKX, Bjorn"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 1,6,POL,06:02.1,"LAZAR, Karol; KRUSZKOWSKI, Slawomir; BRONIKOWSKI, Adam; WOJCIECHOWSKI, Michal"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,1,ITA,05:44.1,"ABBAGNALE, Agostino; SARTORI, Alessio; GALTAROSSA, Rossano; RAINERI, Simone"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,2,NED,05:47.8,"VERBERNE, Jochem; LIPPITS, Dirk; SIMON, Diederik; BARTMAN, Michiel"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,3,UKR,05:48.2,"MARCHENKO, Oleksandr; LYKOV, Oleg; ZAZKALKO, Aleksandr; SHAPOSHNYKOV, Leonid"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,4,USA,05:49.9,"HALL, Sean; PETERSON, Nick; MCGOWAN, Ian; WETZEL, Jake"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,5,AUT,06:00.3,"HARTL, Raphael; NUSSBAUMER, Horst; JONKE, Arnold; LAMBING, Norbert"
2000 Olympic Games,M4x,Men's Quadruple Sculls - Semifinal,SA/B 2,6,CUB,06:01.4,"SAME, Leonides; ACEA, Eusebio; HERNANDEZ ARRUEZ, Yoennis; MARTINEZ HECHEVARRIA, Yosbel"
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H1,1,CAN,07:02.2,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H1,2,GBR,07:07.8,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H1,3,BRA,07:09.1,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H1,4,ITA,07:24.8,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H1,5,MEX,07:29.6,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H1,6,KAZ,07:34.7,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H2,1,NZL,06:54.2,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H2,2,BUL,07:03.3,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H2,3,LAT,07:06.3,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H2,4,SVK,07:26.2,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H2,5,PHI,07:29.9,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H2,6,TUN,07:34.7,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H3,1,GER,06:58.3,No Crew Recorded
2000 Olympic Games,M1x,Men's Single Sculls - Heat,H3,2,CZE,07:04.0,No Crew Recorded
